trip_id,driver_id,timestamp,elapsed_seconds,event_label,flag_type,severity,motion_score,raw_value,threshold,confidence,signal_type,gps_lat,gps_lon,speed_kmh,explanation,context,window_id,top_codewords
TRIP_DRV001_01,DRV001,2024-02-06 06:36:00,360.0,ROAD_BUMP,road_bump,low,0.3,9.651,1.5,1.0,ACCELEROMETER,19.045828,72.853942,19.3,"ROAD_BUMP detected (9.65g, threshold: 1.5g)",Motion: road_bump | Speed: 19km/h,W0012,
TRIP_DRV001_01,DRV001,2024-02-06 06:36:37,397.5,ROAD_BUMP,road_bump,low,0.3,9.896,1.5,1.0,ACCELEROMETER,19.044851,72.857924,37.7,"ROAD_BUMP detected (9.90g, threshold: 1.5g)",Motion: road_bump | Speed: 38km/h,W0013,
TRIP_DRV001_01,DRV001,2024-02-06 06:37:09,429.0,ROAD_BUMP,road_bump,low,0.3,9.667,1.5,1.0,ACCELEROMETER,19.051599,72.85005,31.0,"ROAD_BUMP detected (9.67g, threshold: 1.5g)",Motion: road_bump | Speed: 31km/h,W0014,
TRIP_DRV001_01,DRV001,2024-02-06 06:37:54,474.0,ROAD_BUMP,road_bump,low,0.3,9.89,1.5,1.0,ACCELEROMETER,19.058481,72.849068,35.7,"ROAD_BUMP detected (9.89g, threshold: 1.5g)",Motion: road_bump | Speed: 36km/h,W0015,
TRIP_DRV001_01,DRV001,2024-02-06 06:38:25,505.5,ROAD_BUMP,road_bump,low,0.3,9.724,1.5,1.0,ACCELEROMETER,19.049009,72.848735,15.3,"ROAD_BUMP detected (9.72g, threshold: 1.5g)",Motion: road_bump | Speed: 15km/h,W0016,
TRIP_DRV001_01,DRV001,2024-02-06 06:38:57,537.0,ROAD_BUMP,road_bump,low,0.3,9.631,1.5,1.0,ACCELEROMETER,19.060887,72.849418,12.5,"ROAD_BUMP detected (9.63g, threshold: 1.5g)",Motion: road_bump | Speed: 12km/h,W0017,
TRIP_DRV001_01,DRV001,2024-02-06 06:39:30,570.0,ROAD_BUMP,road_bump,low,0.3,9.884,1.5,1.0,ACCELEROMETER,19.048947,72.847669,19.6,"ROAD_BUMP detected (9.88g, threshold: 1.5g)",Motion: road_bump | Speed: 20km/h,W0018,
TRIP_DRV001_01,DRV001,2024-02-06 06:40:01,601.5,ROAD_BUMP,road_bump,low,0.3,9.784,1.5,1.0,ACCELEROMETER,19.062892,72.855767,19.3,"ROAD_BUMP detected (9.78g, threshold: 1.5g)",Motion: road_bump | Speed: 19km/h,W0019,
TRIP_DRV001_01,DRV001,2024-02-06 06:40:33,633.0,ROAD_BUMP,road_bump,low,0.3,9.906,1.5,1.0,ACCELEROMETER,19.064075,72.852243,22.8,"ROAD_BUMP detected (9.91g, threshold: 1.5g)",Motion: road_bump | Speed: 23km/h,W0020,
TRIP_DRV001_01,DRV001,2024-02-06 06:41:04,664.5,ROAD_BUMP,road_bump,low,0.3,9.682,1.5,1.0,ACCELEROMETER,19.048694,72.85343,54.8,"ROAD_BUMP detected (9.68g, threshold: 1.5g)",Motion: road_bump | Speed: 55km/h,W0021,
TRIP_DRV001_01,DRV001,2024-02-06 06:41:37,697.5,ROAD_BUMP,road_bump,low,0.3,9.666,1.5,1.0,ACCELEROMETER,19.057143,72.844502,35.7,"ROAD_BUMP detected (9.67g, threshold: 1.5g)",Motion: road_bump | Speed: 36km/h,W0022,
TRIP_DRV001_01,DRV001,2024-02-06 06:42:09,729.0,ROAD_BUMP,road_bump,low,0.3,9.834,1.5,1.0,ACCELEROMETER,19.061888,72.843196,37.8,"ROAD_BUMP detected (9.83g, threshold: 1.5g)",Motion: road_bump | Speed: 38km/h,W0023,
TRIP_DRV001_01,DRV001,2024-02-06 06:42:45,765.0,ROAD_BUMP,road_bump,low,0.3,9.671,1.5,1.0,ACCELEROMETER,19.047998,72.844188,13.9,"ROAD_BUMP detected (9.67g, threshold: 1.5g)",Motion: road_bump | Speed: 14km/h,W0024,
TRIP_DRV001_01,DRV001,2024-02-06 06:43:16,796.5,ROAD_BUMP,road_bump,low,0.3,9.834,1.5,1.0,ACCELEROMETER,19.045125,72.86764,24.0,"ROAD_BUMP detected (9.83g, threshold: 1.5g)",Motion: road_bump | Speed: 24km/h,W0025,
TRIP_DRV001_01,DRV001,2024-02-06 06:43:48,828.0,ROAD_BUMP,road_bump,low,0.3,9.855,1.5,1.0,ACCELEROMETER,19.046017,72.847419,31.8,"ROAD_BUMP detected (9.86g, threshold: 1.5g)",Motion: road_bump | Speed: 32km/h,W0026,
TRIP_DRV001_01,DRV001,2024-02-06 06:44:19,859.5,ROAD_BUMP,road_bump,low,0.3,9.86,1.5,1.0,ACCELEROMETER,19.060537,72.843088,12.9,"ROAD_BUMP detected (9.86g, threshold: 1.5g)",Motion: road_bump | Speed: 13km/h,W0027,
TRIP_DRV001_01,DRV001,2024-02-06 06:44:55,895.5,ROAD_BUMP,road_bump,low,0.3,9.73,1.5,1.0,ACCELEROMETER,19.056555,72.86512,40.3,"ROAD_BUMP detected (9.73g, threshold: 1.5g)",Motion: road_bump | Speed: 40km/h,W0028,
TRIP_DRV001_01,DRV001,2024-02-06 06:45:28,928.5,ROAD_BUMP,road_bump,low,0.3,9.649,1.5,1.0,ACCELEROMETER,19.056891,72.863414,40.8,"ROAD_BUMP detected (9.65g, threshold: 1.5g)",Motion: road_bump | Speed: 41km/h,W0029,
TRIP_DRV001_01,DRV001,2024-02-06 06:46:00,960.0,ROAD_BUMP,road_bump,low,0.3,9.803,1.5,1.0,ACCELEROMETER,19.066913,72.847136,34.9,"ROAD_BUMP detected (9.80g, threshold: 1.5g)",Motion: road_bump | Speed: 35km/h,W0030,
TRIP_DRV001_01,DRV001,2024-02-06 06:46:36,996.0,ROAD_BUMP,road_bump,low,0.3,9.691,1.5,1.0,ACCELEROMETER,19.062391,72.866396,46.6,"ROAD_BUMP detected (9.69g, threshold: 1.5g)",Motion: road_bump | Speed: 47km/h,W0031,
TRIP_DRV001_01,DRV001,2024-02-06 06:47:09,1029.0,ROAD_BUMP,road_bump,low,0.3,9.75,1.5,1.0,ACCELEROMETER,19.045413,72.865736,32.1,"ROAD_BUMP detected (9.75g, threshold: 1.5g)",Motion: road_bump | Speed: 32km/h,W0032,
TRIP_DRV001_01,DRV001,2024-02-06 06:47:45,1065.0,ROAD_BUMP,road_bump,low,0.3,9.646,1.5,1.0,ACCELEROMETER,19.046326,72.848156,17.7,"ROAD_BUMP detected (9.65g, threshold: 1.5g)",Motion: road_bump | Speed: 18km/h,W0033,
TRIP_DRV001_01,DRV001,2024-02-06 06:48:19,1099.5,ROAD_BUMP,road_bump,low,0.3,9.826,1.5,1.0,ACCELEROMETER,19.055009,72.864508,28.7,"ROAD_BUMP detected (9.83g, threshold: 1.5g)",Motion: road_bump | Speed: 29km/h,W0034,
TRIP_DRV001_01,DRV001,2024-02-06 06:48:51,1131.0,ROAD_BUMP,road_bump,low,0.3,9.824,1.5,1.0,ACCELEROMETER,19.048323,72.851597,52.1,"ROAD_BUMP detected (9.82g, threshold: 1.5g)",Motion: road_bump | Speed: 52km/h,W0035,
TRIP_DRV001_01,DRV001,2024-02-06 06:49:22,1162.5,ROAD_BUMP,road_bump,low,0.3,9.797,1.5,1.0,ACCELEROMETER,19.058445,72.867983,36.3,"ROAD_BUMP detected (9.80g, threshold: 1.5g)",Motion: road_bump | Speed: 36km/h,W0036,
TRIP_DRV001_01,DRV001,2024-02-06 06:50:01,1201.5,ROAD_BUMP,road_bump,low,0.3,9.585,1.5,1.0,ACCELEROMETER,19.062112,72.848854,40.9,"ROAD_BUMP detected (9.59g, threshold: 1.5g)",Motion: road_bump | Speed: 41km/h,W0037,
TRIP_DRV001_01,DRV001,2024-02-06 06:50:34,1234.5,ROAD_BUMP,road_bump,low,0.3,9.935,1.5,1.0,ACCELEROMETER,19.0665,72.845653,41.5,"ROAD_BUMP detected (9.94g, threshold: 1.5g)",Motion: road_bump | Speed: 42km/h,W0038,
TRIP_DRV001_01,DRV001,2024-02-06 06:51:07,1267.5,ROAD_BUMP,road_bump,low,0.3,9.786,1.5,1.0,ACCELEROMETER,19.066159,72.862359,29.0,"ROAD_BUMP detected (9.79g, threshold: 1.5g)",Motion: road_bump | Speed: 29km/h,W0039,
TRIP_DRV001_01,DRV001,2024-02-06 06:51:45,1305.0,ROAD_BUMP,road_bump,low,0.3,9.768,1.5,1.0,ACCELEROMETER,19.04949,72.84523,52.7,"ROAD_BUMP detected (9.77g, threshold: 1.5g)",Motion: road_bump | Speed: 53km/h,W0040,
TRIP_DRV001_01,DRV001,2024-02-06 06:52:18,1338.0,ROAD_BUMP,road_bump,low,0.3,9.78,1.5,1.0,ACCELEROMETER,19.062483,72.843884,53.9,"ROAD_BUMP detected (9.78g, threshold: 1.5g)",Motion: road_bump | Speed: 54km/h,W0041,
TRIP_DRV001_01,DRV001,2024-02-06 06:52:54,1374.0,ROAD_BUMP,road_bump,low,0.3,9.764,1.5,1.0,ACCELEROMETER,19.058621,72.861443,35.1,"ROAD_BUMP detected (9.76g, threshold: 1.5g)",Motion: road_bump | Speed: 35km/h,W0042,
TRIP_DRV001_01,DRV001,2024-02-06 06:53:31,1411.5,ROAD_BUMP,road_bump,low,0.3,9.739,1.5,1.0,ACCELEROMETER,19.066463,72.868447,23.4,"ROAD_BUMP detected (9.74g, threshold: 1.5g)",Motion: road_bump | Speed: 23km/h,W0043,
TRIP_DRV001_01,DRV001,2024-02-06 06:54:04,1444.5,ROAD_BUMP,road_bump,low,0.3,9.825,1.5,1.0,ACCELEROMETER,19.048686,72.854048,39.7,"ROAD_BUMP detected (9.82g, threshold: 1.5g)",Motion: road_bump | Speed: 40km/h,W0044,
TRIP_DRV001_01,DRV001,2024-02-06 06:54:40,1480.5,ROAD_BUMP,road_bump,low,0.3,9.857,1.5,1.0,ACCELEROMETER,19.052582,72.848431,27.2,"ROAD_BUMP detected (9.86g, threshold: 1.5g)",Motion: road_bump | Speed: 27km/h,W0045,
TRIP_DRV001_01,DRV001,2024-02-06 06:55:18,1518.0,ROAD_BUMP,road_bump,low,0.3,9.868,1.5,1.0,ACCELEROMETER,19.062439,72.868011,33.4,"ROAD_BUMP detected (9.87g, threshold: 1.5g)",Motion: road_bump | Speed: 33km/h,W0046,
TRIP_DRV001_01,DRV001,2024-02-06 06:55:51,1551.0,ROAD_BUMP,road_bump,low,0.3,9.733,1.5,1.0,ACCELEROMETER,19.04909,72.852166,45.2,"ROAD_BUMP detected (9.73g, threshold: 1.5g)",Motion: road_bump | Speed: 45km/h,W0047,
TRIP_DRV001_01,DRV001,2024-02-06 06:56:24,1584.0,ROAD_BUMP,road_bump,low,0.3,9.704,1.5,1.0,ACCELEROMETER,19.044208,72.867843,32.9,"ROAD_BUMP detected (9.70g, threshold: 1.5g)",Motion: road_bump | Speed: 33km/h,W0048,
TRIP_DRV001_01,DRV001,2024-02-06 06:56:55,1615.5,ROAD_BUMP,road_bump,low,0.3,9.75,1.5,1.0,ACCELEROMETER,19.05885,72.86627,15.9,"ROAD_BUMP detected (9.75g, threshold: 1.5g)",Motion: road_bump | Speed: 16km/h,W0049,
TRIP_DRV001_01,DRV001,2024-02-06 06:57:27,1647.0,ROAD_BUMP,road_bump,low,0.3,9.824,1.5,1.0,ACCELEROMETER,19.047383,72.86292,46.1,"ROAD_BUMP detected (9.82g, threshold: 1.5g)",Motion: road_bump | Speed: 46km/h,W0050,
TRIP_DRV001_01,DRV001,2024-02-06 06:58:01,1681.5,ROAD_BUMP,road_bump,low,0.3,9.876,1.5,1.0,ACCELEROMETER,19.063725,72.864017,38.9,"ROAD_BUMP detected (9.88g, threshold: 1.5g)",Motion: road_bump | Speed: 39km/h,W0051,
TRIP_DRV001_01,DRV001,2024-02-06 06:58:39,1719.0,ROAD_BUMP,road_bump,low,0.3,9.806,1.5,1.0,ACCELEROMETER,19.0496,72.865012,16.6,"ROAD_BUMP detected (9.81g, threshold: 1.5g)",Motion: road_bump | Speed: 17km/h,W0052,
TRIP_DRV001_01,DRV001,2024-02-06 06:59:12,1752.0,ROAD_BUMP,road_bump,low,0.3,9.848,1.5,1.0,ACCELEROMETER,19.045803,72.865593,16.4,"ROAD_BUMP detected (9.85g, threshold: 1.5g)",Motion: road_bump | Speed: 16km/h,W0053,
TRIP_DRV001_01,DRV001,2024-02-06 06:59:43,1783.5,ROAD_BUMP,road_bump,low,0.3,9.81,1.5,1.0,ACCELEROMETER,19.054497,72.853336,53.9,"ROAD_BUMP detected (9.81g, threshold: 1.5g)",Motion: road_bump | Speed: 54km/h,W0054,
TRIP_DRV001_01,DRV001,2024-02-06 07:00:25,1825.5,ROAD_BUMP,road_bump,low,0.3,9.677,1.5,1.0,ACCELEROMETER,19.061068,72.845305,16.4,"ROAD_BUMP detected (9.68g, threshold: 1.5g)",Motion: road_bump | Speed: 16km/h,W0055,
TRIP_DRV001_01,DRV001,2024-02-06 07:00:57,1857.0,ROAD_BUMP,road_bump,low,0.3,9.673,1.5,1.0,ACCELEROMETER,19.045812,72.863805,27.2,"ROAD_BUMP detected (9.67g, threshold: 1.5g)",Motion: road_bump | Speed: 27km/h,W0056,
TRIP_DRV001_01,DRV001,2024-02-06 07:01:28,1888.5,ROAD_BUMP,road_bump,low,0.3,9.768,1.5,1.0,ACCELEROMETER,19.062249,72.852385,21.2,"ROAD_BUMP detected (9.77g, threshold: 1.5g)",Motion: road_bump | Speed: 21km/h,W0057,
TRIP_DRV001_01,DRV001,2024-02-06 07:02:00,1920.0,ROAD_BUMP,road_bump,low,0.3,9.798,1.5,1.0,ACCELEROMETER,19.0448,72.857211,22.9,"ROAD_BUMP detected (9.80g, threshold: 1.5g)",Motion: road_bump | Speed: 23km/h,W0058,
TRIP_DRV001_01,DRV001,2024-02-06 07:02:33,1953.0,ROAD_BUMP,road_bump,low,0.3,9.968,1.5,1.0,ACCELEROMETER,19.066793,72.855478,35.7,"ROAD_BUMP detected (9.97g, threshold: 1.5g)",Motion: road_bump | Speed: 36km/h,W0059,
TRIP_DRV001_01,DRV001,2024-02-06 07:03:04,1984.5,ROAD_BUMP,road_bump,low,0.3,9.898,1.5,1.0,ACCELEROMETER,19.064391,72.860585,25.2,"ROAD_BUMP detected (9.90g, threshold: 1.5g)",Motion: road_bump | Speed: 25km/h,W0060,
TRIP_DRV001_01,DRV001,2024-02-06 07:03:36,2016.0,ROAD_BUMP,road_bump,low,0.3,9.764,1.5,1.0,ACCELEROMETER,19.056763,72.865106,26.8,"ROAD_BUMP detected (9.76g, threshold: 1.5g)",Motion: road_bump | Speed: 27km/h,W0061,
TRIP_DRV001_01,DRV001,2024-02-06 07:04:07,2047.5,ROAD_BUMP,road_bump,low,0.3,9.718,1.5,1.0,ACCELEROMETER,19.062359,72.86684,44.0,"ROAD_BUMP detected (9.72g, threshold: 1.5g)",Motion: road_bump | Speed: 44km/h,W0062,
TRIP_DRV001_01,DRV001,2024-02-06 07:04:39,2079.0,ROAD_BUMP,road_bump,low,0.3,9.835,1.5,1.0,ACCELEROMETER,19.049525,72.856788,45.0,"ROAD_BUMP detected (9.84g, threshold: 1.5g)",Motion: road_bump | Speed: 45km/h,W0063,
TRIP_DRV001_01,DRV001,2024-02-06 07:05:10,2110.5,ROAD_BUMP,road_bump,low,0.3,9.674,1.5,1.0,ACCELEROMETER,19.055936,72.847255,26.4,"ROAD_BUMP detected (9.67g, threshold: 1.5g)",Motion: road_bump | Speed: 26km/h,W0064,
TRIP_DRV001_01,DRV001,2024-02-06 07:05:42,2142.0,ROAD_BUMP,road_bump,low,0.3,9.812,1.5,1.0,ACCELEROMETER,19.068831,72.849675,40.0,"ROAD_BUMP detected (9.81g, threshold: 1.5g)",Motion: road_bump | Speed: 40km/h,W0065,
TRIP_DRV001_01,DRV001,2024-02-06 07:06:15,2175.0,ROAD_BUMP,road_bump,low,0.3,9.793,1.5,1.0,ACCELEROMETER,19.051992,72.853709,37.4,"ROAD_BUMP detected (9.79g, threshold: 1.5g)",Motion: road_bump | Speed: 37km/h,W0066,
TRIP_DRV001_01,DRV001,2024-02-06 07:06:46,2206.5,ROAD_BUMP,road_bump,low,0.3,9.688,1.5,1.0,ACCELEROMETER,19.045515,72.851707,11.9,"ROAD_BUMP detected (9.69g, threshold: 1.5g)",Motion: road_bump | Speed: 12km/h,W0067,
TRIP_DRV001_01,DRV001,2024-02-06 06:30:10,10.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.439,0.3,0.7,ACCELEROMETER,19.06441,72.854109,10.5,"AGG_RIGHT_LANE_CHANGE detected (0.44g, threshold: 0.3g)",Motion: lane_change | Speed: 10km/h,W0068,
TRIP_DRV001_01,DRV001,2024-02-06 06:31:31,91.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.488,0.3,0.7,ACCELEROMETER,19.057961,72.85199,42.5,"AGG_RIGHT_LANE_CHANGE detected (0.49g, threshold: 0.3g)",Motion: lane_change | Speed: 42km/h,W0069,
TRIP_DRV001_01,DRV001,2024-02-06 06:32:37,157.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.406,0.3,0.7,ACCELEROMETER,19.044419,72.862746,32.7,"AGG_RIGHT_LANE_CHANGE detected (0.41g, threshold: 0.3g)",Motion: lane_change | Speed: 33km/h,W0070,
TRIP_DRV001_01,DRV001,2024-02-06 06:33:19,199.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.403,0.3,0.7,ACCELEROMETER,19.054446,72.852479,16.2,"AGG_RIGHT_LANE_CHANGE detected (0.40g, threshold: 0.3g)",Motion: lane_change | Speed: 16km/h,W0071,
TRIP_DRV001_01,DRV001,2024-02-06 06:34:01,241.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.428,0.3,0.7,ACCELEROMETER,19.058889,72.86345,17.3,"AGG_RIGHT_LANE_CHANGE detected (0.43g, threshold: 0.3g)",Motion: lane_change | Speed: 17km/h,W0072,
TRIP_DRV001_01,DRV001,2024-02-06 06:34:43,283.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.488,0.3,0.7,ACCELEROMETER,19.05194,72.862459,18.7,"AGG_RIGHT_LANE_CHANGE detected (0.49g, threshold: 0.3g)",Motion: lane_change | Speed: 19km/h,W0073,
TRIP_DRV001_01,DRV001,2024-02-06 06:35:43,343.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.46,0.3,0.7,ACCELEROMETER,19.064061,72.86229,22.1,"AGG_RIGHT_LANE_CHANGE detected (0.46g, threshold: 0.3g)",Motion: lane_change | Speed: 22km/h,W0074,
TRIP_DRV001_01,DRV001,2024-02-06 06:36:25,385.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.453,0.3,0.7,ACCELEROMETER,19.064478,72.86348,36.2,"AGG_RIGHT_LANE_CHANGE detected (0.45g, threshold: 0.3g)",Motion: lane_change | Speed: 36km/h,W0075,
TRIP_DRV001_01,DRV001,2024-02-06 06:38:49,529.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.329,0.3,0.7,ACCELEROMETER,19.047611,72.852362,28.0,"AGG_RIGHT_LANE_CHANGE detected (0.33g, threshold: 0.3g)",Motion: lane_change | Speed: 28km/h,W0076,
TRIP_DRV001_01,DRV001,2024-02-06 06:40:06,606.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.49,0.3,0.7,ACCELEROMETER,19.056958,72.852237,17.5,"AGG_RIGHT_LANE_CHANGE detected (0.49g, threshold: 0.3g)",Motion: lane_change | Speed: 18km/h,W0077,
TRIP_DRV001_01,DRV001,2024-02-06 06:41:30,690.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.477,0.3,0.7,ACCELEROMETER,19.056187,72.85126,27.0,"AGG_RIGHT_LANE_CHANGE detected (0.48g, threshold: 0.3g)",Motion: lane_change | Speed: 27km/h,W0078,
TRIP_DRV001_01,DRV001,2024-02-06 06:42:06,726.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.331,0.3,0.7,ACCELEROMETER,19.04604,72.844173,15.0,"AGG_RIGHT_LANE_CHANGE detected (0.33g, threshold: 0.3g)",Motion: lane_change | Speed: 15km/h,W0079,
TRIP_DRV001_01,DRV001,2024-02-06 06:43:30,810.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.373,0.3,0.7,ACCELEROMETER,19.067827,72.868015,48.1,"AGG_RIGHT_LANE_CHANGE detected (0.37g, threshold: 0.3g)",Motion: lane_change | Speed: 48km/h,W0080,
TRIP_DRV001_01,DRV001,2024-02-06 06:45:25,925.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.42,0.3,0.7,ACCELEROMETER,19.061541,72.869031,16.6,"AGG_RIGHT_LANE_CHANGE detected (0.42g, threshold: 0.3g)",Motion: lane_change | Speed: 17km/h,W0081,
TRIP_DRV001_01,DRV001,2024-02-06 06:46:10,970.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.352,0.3,0.7,ACCELEROMETER,19.048788,72.849866,36.0,"AGG_RIGHT_LANE_CHANGE detected (0.35g, threshold: 0.3g)",Motion: lane_change | Speed: 36km/h,W0082,
TRIP_DRV001_01,DRV001,2024-02-06 06:47:55,1075.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.495,0.3,0.7,ACCELEROMETER,19.052043,72.862297,33.5,"AGG_RIGHT_LANE_CHANGE detected (0.49g, threshold: 0.3g)",Motion: lane_change | Speed: 34km/h,W0083,
TRIP_DRV001_01,DRV001,2024-02-06 06:48:55,1135.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.397,0.3,0.7,ACCELEROMETER,19.044678,72.864386,48.2,"AGG_RIGHT_LANE_CHANGE detected (0.40g, threshold: 0.3g)",Motion: lane_change | Speed: 48km/h,W0084,
TRIP_DRV001_01,DRV001,2024-02-06 06:50:19,1219.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.423,0.3,0.7,ACCELEROMETER,19.062507,72.849319,45.2,"AGG_RIGHT_LANE_CHANGE detected (0.42g, threshold: 0.3g)",Motion: lane_change | Speed: 45km/h,W0085,
TRIP_DRV001_01,DRV001,2024-02-06 06:51:12,1272.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.499,0.3,0.7,ACCELEROMETER,19.05087,72.846614,40.5,"AGG_RIGHT_LANE_CHANGE detected (0.50g, threshold: 0.3g)",Motion: lane_change | Speed: 40km/h,W0086,
TRIP_DRV001_01,DRV001,2024-02-06 06:52:37,1357.5,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.44,0.3,0.7,ACCELEROMETER,19.053381,72.845673,52.2,"AGG_RIGHT_LANE_CHANGE detected (0.44g, threshold: 0.3g)",Motion: lane_change | Speed: 52km/h,W0087,
TRIP_DRV001_01,DRV001,2024-02-06 06:54:21,1461.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.415,0.3,0.7,ACCELEROMETER,19.054387,72.846053,48.5,"AGG_RIGHT_LANE_CHANGE detected (0.41g, threshold: 0.3g)",Motion: lane_change | Speed: 48km/h,W0088,
TRIP_DRV001_01,DRV001,2024-02-06 06:56:57,1617.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.475,0.3,0.7,ACCELEROMETER,19.066674,72.868398,18.0,"AGG_RIGHT_LANE_CHANGE detected (0.47g, threshold: 0.3g)",Motion: lane_change | Speed: 18km/h,W0089,
TRIP_DRV001_01,DRV001,2024-02-06 06:57:45,1665.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.463,0.3,0.7,ACCELEROMETER,19.068823,72.868253,40.8,"AGG_RIGHT_LANE_CHANGE detected (0.46g, threshold: 0.3g)",Motion: lane_change | Speed: 41km/h,W0090,
TRIP_DRV001_01,DRV001,2024-02-06 06:58:30,1710.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.375,0.3,0.7,ACCELEROMETER,19.060673,72.860813,50.9,"AGG_RIGHT_LANE_CHANGE detected (0.38g, threshold: 0.3g)",Motion: lane_change | Speed: 51km/h,W0091,
TRIP_DRV001_01,DRV001,2024-02-06 06:59:57,1797.0,AGG_RIGHT_LANE_CHANGE,lane_change,low,0.3,0.433,0.3,0.7,ACCELEROMETER,19.053096,72.857989,25.0,"AGG_RIGHT_LANE_CHANGE detected (0.43g, threshold: 0.3g)",Motion: lane_change | Speed: 25km/h,W0092,
