trip_id,driver_id,timestamp,elapsed_seconds,signal_type,event_label,flag_type,severity,motion_event,audio_event,motion_score,stress_score,gps_lat,gps_lon,speed_kmh,explanation
TRIP_DRV002_01,DRV002,2024-02-06 17:05:55,355.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.914776,77.613068,30.6,"ROAD_BUMP detected (9.87g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:06:27,387.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.932476,77.59268,47.3,"ROAD_BUMP detected (9.69g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:07:09,429.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.930917,77.592804,33.0,"ROAD_BUMP detected (9.73g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:07:40,460.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.923705,77.607863,28.6,"ROAD_BUMP detected (9.80g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:08:21,501.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.912161,77.616715,24.0,"ROAD_BUMP detected (9.86g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:08:55,535.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.918596,77.608816,49.2,"ROAD_BUMP detected (9.90g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:09:30,570.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.907234,77.615389,39.4,"ROAD_BUMP detected (9.75g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:10:03,603.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.928589,77.59835,46.5,"ROAD_BUMP detected (9.82g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:10:34,634.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.91041,77.603703,50.0,"ROAD_BUMP detected (9.67g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:11:06,666.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.932042,77.613582,28.4,"ROAD_BUMP detected (9.89g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:11:39,699.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.913009,77.604268,47.4,"ROAD_BUMP detected (9.91g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:12:12,732.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.922543,77.614919,14.4,"ROAD_BUMP detected (9.90g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:12:51,771.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.909448,77.608674,51.6,"ROAD_BUMP detected (9.77g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:13:25,805.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.925305,77.615397,42.7,"ROAD_BUMP detected (9.79g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:13:58,838.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.906663,77.61186,53.8,"ROAD_BUMP detected (9.77g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:14:33,873.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.932393,77.608858,53.9,"ROAD_BUMP detected (9.86g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:15:06,906.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.914013,77.605804,52.2,"ROAD_BUMP detected (9.75g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:15:37,937.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.925319,77.614864,34.1,"ROAD_BUMP detected (9.83g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:16:09,969.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.918474,77.611789,10.7,"ROAD_BUMP detected (9.85g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:16:48,1008.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.910554,77.602302,31.4,"ROAD_BUMP detected (9.60g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:17:21,1041.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.930148,77.614947,33.1,"ROAD_BUMP detected (9.80g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:17:52,1072.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.911464,77.607628,21.4,"ROAD_BUMP detected (9.96g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:18:24,1104.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.91343,77.614281,20.1,"ROAD_BUMP detected (9.86g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:18:58,1138.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.914262,77.616149,42.7,"ROAD_BUMP detected (9.79g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:19:30,1170.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.917057,77.598174,21.5,"ROAD_BUMP detected (9.63g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:20:06,1206.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.918462,77.597893,11.5,"ROAD_BUMP detected (9.89g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:20:37,1237.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.931376,77.605735,15.3,"ROAD_BUMP detected (9.77g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:21:09,1269.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.922239,77.60382,52.1,"ROAD_BUMP detected (9.72g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:21:40,1300.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.918316,77.600112,24.5,"ROAD_BUMP detected (9.83g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:22:12,1332.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.911054,77.600952,30.9,"ROAD_BUMP detected (9.77g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:22:43,1363.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.910451,77.607573,13.0,"ROAD_BUMP detected (10.00g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:23:19,1399.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.923053,77.60986,14.4,"ROAD_BUMP detected (9.79g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:23:51,1431.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.919944,77.619127,50.1,"ROAD_BUMP detected (9.75g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:24:24,1464.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.910681,77.60353,26.5,"ROAD_BUMP detected (9.83g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:24:57,1497.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.93043,77.616835,29.6,"ROAD_BUMP detected (9.85g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:25:31,1531.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.91423,77.610448,53.6,"ROAD_BUMP detected (9.74g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:26:07,1567.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.924597,77.612531,10.2,"ROAD_BUMP detected (9.86g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:26:40,1600.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.909279,77.614474,13.1,"ROAD_BUMP detected (9.77g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:27:15,1635.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.923209,77.593542,41.0,"ROAD_BUMP detected (9.91g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:27:51,1671.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.929954,77.60962,32.6,"ROAD_BUMP detected (9.85g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:28:22,1702.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.922426,77.614341,52.7,"ROAD_BUMP detected (9.80g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:28:54,1734.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.925233,77.607243,10.2,"ROAD_BUMP detected (9.83g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:29:30,1770.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.907351,77.613607,35.9,"ROAD_BUMP detected (9.68g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:30:01,1801.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.908423,77.600231,45.9,"ROAD_BUMP detected (9.88g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:30:34,1834.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.924482,77.607393,42.1,"ROAD_BUMP detected (9.76g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:31:07,1867.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.929543,77.607901,52.4,"ROAD_BUMP detected (9.79g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:31:39,1899.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.918742,77.600438,49.9,"ROAD_BUMP detected (9.81g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:32:10,1930.5,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.924757,77.618195,17.2,"ROAD_BUMP detected (9.89g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:32:48,1968.0,MOTION,ROAD_BUMP,road_bump,low,ROAD_BUMP,,0.3,0.0,12.924875,77.598152,17.8,"ROAD_BUMP detected (9.77g, threshold: 1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:00:01,1.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.925549,77.600617,50.3,"AGGRESSIVE_LEFT_TURN detected (-1.18g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:00:54,54.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.912855,77.614783,30.6,"AGGRESSIVE_LEFT_TURN detected (-1.26g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:01:30,90.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.912475,77.61651,21.6,"AGGRESSIVE_LEFT_TURN detected (-0.98g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:02:18,138.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.924066,77.596139,27.9,"AGGRESSIVE_LEFT_TURN detected (-0.81g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:03:07,187.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.91973,77.607443,39.9,"AGGRESSIVE_LEFT_TURN detected (-1.20g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:04:25,265.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.931327,77.618299,46.1,"AGGRESSIVE_LEFT_TURN detected (-0.98g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:05:01,301.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.92428,77.605884,42.7,"AGGRESSIVE_LEFT_TURN detected (-0.92g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:05:49,349.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.914316,77.614884,32.0,"AGGRESSIVE_LEFT_TURN detected (-1.13g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:06:21,381.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.917482,77.602647,38.0,"AGGRESSIVE_LEFT_TURN detected (-1.19g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:07:00,420.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.913646,77.612991,54.2,"AGGRESSIVE_LEFT_TURN detected (-1.01g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:07:43,463.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.916589,77.594197,36.4,"AGGRESSIVE_LEFT_TURN detected (-0.87g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:08:28,508.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.911265,77.602044,22.1,"AGGRESSIVE_LEFT_TURN detected (-1.09g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:09:00,540.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.9285,77.614377,40.6,"AGGRESSIVE_LEFT_TURN detected (-0.94g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:09:52,592.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.907887,77.599433,23.0,"AGGRESSIVE_LEFT_TURN detected (-0.87g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:10:43,643.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.92461,77.603404,46.8,"AGGRESSIVE_LEFT_TURN detected (-1.02g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:11:46,706.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.922633,77.592296,14.7,"AGGRESSIVE_LEFT_TURN detected (-1.30g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:13:16,796.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.92714,77.614301,34.0,"AGGRESSIVE_LEFT_TURN detected (-0.91g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:14:06,846.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.924908,77.615541,42.7,"AGGRESSIVE_LEFT_TURN detected (-1.45g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:14:58,898.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.910505,77.603926,28.4,"AGGRESSIVE_LEFT_TURN detected (-0.86g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:15:33,933.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.921418,77.612388,46.4,"AGGRESSIVE_LEFT_TURN detected (-0.99g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:16:19,979.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.908601,77.597042,21.2,"AGGRESSIVE_LEFT_TURN detected (-0.83g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:17:03,1023.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.922558,77.616287,23.7,"AGGRESSIVE_LEFT_TURN detected (-1.21g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:17:43,1063.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.929982,77.61616,50.3,"AGGRESSIVE_LEFT_TURN detected (-1.29g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:18:36,1116.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.914873,77.618092,30.0,"AGGRESSIVE_LEFT_TURN detected (-0.92g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:19:24,1164.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.922141,77.605976,38.2,"AGGRESSIVE_LEFT_TURN detected (-1.45g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:20:33,1233.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.919467,77.610626,33.3,"AGGRESSIVE_LEFT_TURN detected (-1.20g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:21:18,1278.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.924805,77.606542,53.1,"AGGRESSIVE_LEFT_TURN detected (-0.90g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:21:58,1318.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.917566,77.618213,55.0,"AGGRESSIVE_LEFT_TURN detected (-1.00g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:22:36,1356.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.909813,77.595672,43.6,"AGGRESSIVE_LEFT_TURN detected (-0.87g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:23:09,1389.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.930351,77.606044,48.3,"AGGRESSIVE_LEFT_TURN detected (-1.02g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:23:54,1434.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.906642,77.612433,40.3,"AGGRESSIVE_LEFT_TURN detected (-0.86g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:24:54,1494.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.927384,77.596831,39.2,"AGGRESSIVE_LEFT_TURN detected (-0.95g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:25:34,1534.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.925789,77.612707,12.4,"AGGRESSIVE_LEFT_TURN detected (-0.86g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:27:03,1623.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.927177,77.593632,37.3,"AGGRESSIVE_LEFT_TURN detected (-1.20g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:28:04,1684.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.923583,77.602511,54.7,"AGGRESSIVE_LEFT_TURN detected (-1.30g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:28:48,1728.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.931167,77.594832,25.4,"AGGRESSIVE_LEFT_TURN detected (-0.95g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:29:27,1767.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.907489,77.618755,50.0,"AGGRESSIVE_LEFT_TURN detected (-0.83g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:30:07,1807.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.927153,77.614413,47.6,"AGGRESSIVE_LEFT_TURN detected (-1.10g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:31:18,1878.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.926494,77.599144,10.7,"AGGRESSIVE_LEFT_TURN detected (-1.09g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:31:54,1914.0,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.922583,77.604476,33.2,"AGGRESSIVE_LEFT_TURN detected (-0.95g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:32:40,1960.5,MOTION,AGGRESSIVE_LEFT_TURN,aggressive_turn,medium,AGGRESSIVE_LEFT_TURN,,0.6,0.0,12.910845,77.596944,49.6,"AGGRESSIVE_LEFT_TURN detected (-1.02g, threshold: -0.8g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:00:03,3.0,MOTION,AGGRESSIVE_BRAKING,harsh_braking,high,AGGRESSIVE_BRAKING,,0.9,0.0,12.919039,77.601627,19.8,"AGGRESSIVE_BRAKING detected (-1.77g, threshold: -1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:00:45,45.0,MOTION,AGGRESSIVE_BRAKING,harsh_braking,high,AGGRESSIVE_BRAKING,,0.9,0.0,12.912035,77.599833,24.3,"AGGRESSIVE_BRAKING detected (-1.96g, threshold: -1.5g)"
TRIP_DRV002_01,DRV002,2024-02-06 17:01:43,103.5,MOTION,AGGRESSIVE_BRAKING,harsh_braking,high,AGGRESSIVE_BRAKING,,0.9,0.0,12.93296,77.602472,44.5,"AGGRESSIVE_BRAKING detected (-1.91g, threshold: -1.5g)"
