timestamp,elapsed_seconds,trip_id,driver_id,layer1_active,layer2_active,layer3_active,layer4_active,zcr,spectral_centroid,spectral_flux,f0_std,speech_rate,db_deviation,window_label,layers_fired,conflict_detected,stress_event,acute_safety_event,stress_score,motion_in_window,consecutive_positives,flip_back_triggered
2024-02-06 06:31:24,84,TRIP_DRV003_01,DRV003,False,False,False,False,0.226,821.8,0.01093,22.36,4.82,-3.84,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:26,86,TRIP_DRV003_01,DRV003,False,False,False,False,0.3758,1520.7,0.02279,15.8,5.27,5.73,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:28,88,TRIP_DRV003_01,DRV003,False,False,False,False,0.1563,1397.6,0.01716,9.96,2.52,-0.49,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:30,90,TRIP_DRV003_01,DRV003,False,False,False,False,0.3279,1147.8,0.0051,25.07,3.97,-1.09,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:32,92,TRIP_DRV003_01,DRV003,False,False,False,False,0.4022,1086.8,0.02103,14.3,4.33,-0.34,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:31:34,94,TRIP_DRV003_01,DRV003,False,False,False,False,0.2757,1052.2,0.0097,31.49,3.57,0.66,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:31:36,96,TRIP_DRV003_01,DRV003,False,False,False,False,0.2669,833.6,0.01549,19.31,3.97,-0.19,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:38,98,TRIP_DRV003_01,DRV003,False,False,False,False,0.206,1156.8,0.02309,20.72,4.26,9.86,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:40,100,TRIP_DRV003_01,DRV003,False,False,False,False,0.2706,1199.3,0.0074,15.14,3.24,6.82,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:42,102,TRIP_DRV003_01,DRV003,False,False,False,False,0.2095,916.3,0.02014,30.97,3.54,8.32,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:44,104,TRIP_DRV003_01,DRV003,False,False,False,False,0.2595,1263.4,0.02115,16.01,2.72,4.61,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:46,106,TRIP_DRV003_01,DRV003,False,False,False,False,0.2537,1731.2,0.01768,16.22,5.28,2.87,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:31:48,108,TRIP_DRV003_01,DRV003,False,False,False,False,0.1835,1550.3,0.01092,25.86,5.21,-0.91,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:31:50,110,TRIP_DRV003_01,DRV003,False,False,False,False,0.3492,1179.6,0.00721,19.7,3.58,2.55,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:31:52,112,TRIP_DRV003_01,DRV003,False,False,False,False,0.2262,1166.5,0.00954,15.95,2.56,6.2,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:54,114,TRIP_DRV003_01,DRV003,False,False,False,False,0.3101,1722.3,0.02086,13.38,4.41,-0.59,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:31:56,116,TRIP_DRV003_01,DRV003,False,False,False,False,0.3525,1478.2,0.01897,13.51,2.78,-4.47,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:31:58,118,TRIP_DRV003_01,DRV003,False,False,False,False,0.3415,1139.1,0.006,19.74,2.98,-1.36,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:00,120,TRIP_DRV003_01,DRV003,False,False,False,False,0.2572,1375.1,0.02403,25.67,3.49,5.04,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:02,122,TRIP_DRV003_01,DRV003,False,False,False,False,0.3932,1288.1,0.01682,12.14,4.16,0.24,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:04,124,TRIP_DRV003_01,DRV003,False,False,False,False,0.1844,949.7,0.00735,30.27,2.56,5.92,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:06,126,TRIP_DRV003_01,DRV003,False,False,False,False,0.3318,1703.0,0.02458,29.19,2.71,-2.67,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:08,128,TRIP_DRV003_01,DRV003,False,False,False,False,0.1564,1486.1,0.02395,32.36,2.72,0.79,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:10,130,TRIP_DRV003_01,DRV003,False,False,False,False,0.4231,1180.4,0.02168,24.94,2.89,-3.4,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:12,132,TRIP_DRV003_01,DRV003,False,False,False,False,0.2161,870.7,0.0106,27.12,3.13,3.78,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:14,134,TRIP_DRV003_01,DRV003,False,False,False,False,0.1935,883.8,0.01888,15.99,3.34,-0.26,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:16,136,TRIP_DRV003_01,DRV003,False,False,False,False,0.2557,1667.9,0.02399,18.03,3.58,3.38,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:18,138,TRIP_DRV003_01,DRV003,False,False,False,False,0.2722,803.3,0.00579,33.27,3.98,2.92,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:20,140,TRIP_DRV003_01,DRV003,False,False,False,False,0.35,1439.7,0.01867,32.16,3.28,6.26,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:22,142,TRIP_DRV003_01,DRV003,False,False,False,False,0.3537,1138.4,0.01654,12.94,3.29,8.61,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:24,144,TRIP_DRV003_01,DRV003,False,False,False,False,0.1691,1130.6,0.02317,32.21,4.46,1.6,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:26,146,TRIP_DRV003_01,DRV003,False,False,False,False,0.2396,1117.7,0.00784,13.4,3.2,7.0,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:28,148,TRIP_DRV003_01,DRV003,False,False,False,False,0.3911,1765.3,0.01373,10.84,4.81,8.27,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:30,150,TRIP_DRV003_01,DRV003,False,False,False,False,0.4071,1272.1,0.0201,31.25,2.65,-2.64,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:32,152,TRIP_DRV003_01,DRV003,False,False,False,False,0.3555,1795.3,0.00566,27.05,2.79,0.48,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:34,154,TRIP_DRV003_01,DRV003,False,False,False,False,0.3056,1032.8,0.01482,25.86,4.89,8.33,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:36,156,TRIP_DRV003_01,DRV003,False,False,False,False,0.224,1190.8,0.01633,14.52,3.03,5.04,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:38,158,TRIP_DRV003_01,DRV003,False,False,False,False,0.2805,1712.9,0.00856,13.99,2.69,6.39,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:40,160,TRIP_DRV003_01,DRV003,False,False,False,False,0.2682,1084.2,0.00831,31.22,4.52,7.95,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:42,162,TRIP_DRV003_01,DRV003,False,False,False,False,0.4153,1488.9,0.0192,11.42,5.38,1.27,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:44,164,TRIP_DRV003_01,DRV003,False,False,False,False,0.1658,1196.3,0.00841,29.99,4.23,7.77,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:46,166,TRIP_DRV003_01,DRV003,False,False,False,False,0.2375,1490.0,0.01172,22.52,4.76,6.21,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:48,168,TRIP_DRV003_01,DRV003,False,False,False,False,0.1515,1173.9,0.01753,13.09,5.23,5.06,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:50,170,TRIP_DRV003_01,DRV003,False,False,False,False,0.2394,1260.9,0.00588,22.87,4.2,-4.03,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:32:52,172,TRIP_DRV003_01,DRV003,False,False,False,False,0.207,925.3,0.0105,20.51,5.0,6.91,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:54,174,TRIP_DRV003_01,DRV003,False,False,False,False,0.3909,1156.3,0.02083,32.04,3.12,7.4,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:56,176,TRIP_DRV003_01,DRV003,False,False,False,False,0.2952,1374.7,0.01754,10.98,5.17,3.35,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:32:58,178,TRIP_DRV003_01,DRV003,False,False,False,False,0.3366,1702.3,0.01605,17.8,2.84,4.62,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:00,180,TRIP_DRV003_01,DRV003,False,False,False,False,0.4278,1587.1,0.01975,20.81,3.0,7.77,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:02,182,TRIP_DRV003_01,DRV003,False,False,False,False,0.2011,1622.0,0.02216,15.92,4.78,-2.21,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:04,184,TRIP_DRV003_01,DRV003,False,False,False,False,0.2366,971.8,0.02214,17.05,4.5,-3.31,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:06,186,TRIP_DRV003_01,DRV003,False,False,False,False,0.3915,857.8,0.01604,25.18,3.55,4.88,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:08,188,TRIP_DRV003_01,DRV003,False,False,False,False,0.269,1340.7,0.00882,33.8,4.41,4.69,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:10,190,TRIP_DRV003_01,DRV003,False,False,False,False,0.4346,1426.8,0.00911,22.62,3.0,1.8,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:12,192,TRIP_DRV003_01,DRV003,False,False,False,False,0.4299,1078.5,0.02371,16.69,5.31,-3.94,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:14,194,TRIP_DRV003_01,DRV003,False,False,False,False,0.4368,1336.0,0.0181,32.44,4.68,0.36,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:16,196,TRIP_DRV003_01,DRV003,False,False,False,False,0.2543,1067.4,0.0223,26.62,5.44,-4.31,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:18,198,TRIP_DRV003_01,DRV003,False,False,False,False,0.2177,1034.5,0.02282,13.35,5.37,2.15,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:20,200,TRIP_DRV003_01,DRV003,False,False,False,False,0.3943,1748.6,0.01701,15.07,4.52,9.55,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:22,202,TRIP_DRV003_01,DRV003,False,False,False,False,0.4292,1653.6,0.02424,22.05,4.64,-3.4,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:24,204,TRIP_DRV003_01,DRV003,False,False,False,False,0.2694,1267.8,0.01309,26.07,2.5,-4.63,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:26,206,TRIP_DRV003_01,DRV003,False,False,False,False,0.3913,1658.1,0.01129,8.84,5.04,-3.72,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:28,208,TRIP_DRV003_01,DRV003,False,False,False,False,0.3246,1703.2,0.01235,12.78,3.45,2.26,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:30,210,TRIP_DRV003_01,DRV003,False,False,False,False,0.4052,1322.5,0.01896,34.52,2.93,9.29,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:32,212,TRIP_DRV003_01,DRV003,False,False,False,False,0.3697,1061.2,0.02005,28.46,5.09,-1.17,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:34,214,TRIP_DRV003_01,DRV003,False,False,False,False,0.2461,1577.3,0.01605,25.67,3.32,7.31,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:36,216,TRIP_DRV003_01,DRV003,False,False,False,False,0.3286,850.4,0.01608,27.29,3.32,1.53,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:38,218,TRIP_DRV003_01,DRV003,False,False,False,False,0.3356,1171.7,0.01446,19.61,5.34,8.61,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:40,220,TRIP_DRV003_01,DRV003,False,False,False,False,0.1825,876.5,0.02487,16.7,5.13,1.97,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:42,222,TRIP_DRV003_01,DRV003,False,False,False,False,0.4139,1136.5,0.01598,33.01,3.71,-4.28,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:44,224,TRIP_DRV003_01,DRV003,False,False,False,False,0.3409,1119.2,0.00967,31.19,4.19,8.16,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:46,226,TRIP_DRV003_01,DRV003,False,False,False,False,0.4304,864.8,0.02031,29.3,3.27,-2.17,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:33:48,228,TRIP_DRV003_01,DRV003,False,False,False,False,0.3556,1130.1,0.01269,21.61,2.82,-0.65,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:50,230,TRIP_DRV003_01,DRV003,False,False,False,False,0.354,1753.6,0.0069,14.3,5.15,-4.56,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:52,232,TRIP_DRV003_01,DRV003,False,False,False,False,0.3695,1504.1,0.02144,22.11,3.91,2.16,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:54,234,TRIP_DRV003_01,DRV003,False,False,False,False,0.421,1392.0,0.01226,9.28,5.0,-0.6,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:56,236,TRIP_DRV003_01,DRV003,False,False,False,False,0.1876,1793.5,0.00782,19.5,3.12,1.31,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:33:58,238,TRIP_DRV003_01,DRV003,False,False,False,False,0.3296,1618.4,0.00826,27.0,5.1,2.31,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:00,240,TRIP_DRV003_01,DRV003,False,False,False,False,0.29,991.7,0.01195,10.26,3.51,0.94,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:02,242,TRIP_DRV003_01,DRV003,False,False,False,False,0.1667,1453.6,0.02396,9.89,3.18,8.52,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:04,244,TRIP_DRV003_01,DRV003,False,False,False,False,0.2684,1317.6,0.02203,24.91,4.54,-2.27,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:06,246,TRIP_DRV003_01,DRV003,False,False,False,False,0.1633,1050.2,0.0179,30.19,3.26,1.59,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:08,248,TRIP_DRV003_01,DRV003,False,False,False,False,0.1929,895.4,0.02104,19.78,4.76,-3.53,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:10,250,TRIP_DRV003_01,DRV003,False,False,False,False,0.328,1748.7,0.01161,18.85,5.05,2.63,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:12,252,TRIP_DRV003_01,DRV003,False,False,False,False,0.2093,999.1,0.0201,29.13,4.53,-0.47,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:14,254,TRIP_DRV003_01,DRV003,False,False,False,False,0.3966,1447.2,0.01726,9.26,2.96,-4.64,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:16,256,TRIP_DRV003_01,DRV003,False,False,False,False,0.2028,1503.8,0.00949,27.15,3.15,2.25,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:18,258,TRIP_DRV003_01,DRV003,False,False,False,False,0.3645,1473.2,0.01501,9.75,4.13,9.15,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:20,260,TRIP_DRV003_01,DRV003,False,False,False,False,0.2346,1215.4,0.02473,25.28,2.67,-3.49,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:22,262,TRIP_DRV003_01,DRV003,False,False,False,False,0.294,1607.0,0.00786,21.1,5.47,3.27,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:24,264,TRIP_DRV003_01,DRV003,False,False,False,False,0.3108,1152.8,0.01196,33.04,4.77,7.9,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:26,266,TRIP_DRV003_01,DRV003,False,False,False,False,0.4096,864.9,0.00851,27.69,3.37,-1.84,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:28,268,TRIP_DRV003_01,DRV003,False,False,False,False,0.4158,1331.0,0.0064,16.0,2.52,-3.3,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:30,270,TRIP_DRV003_01,DRV003,False,False,False,False,0.3263,1656.0,0.01612,30.12,3.14,5.07,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:32,272,TRIP_DRV003_01,DRV003,False,False,False,False,0.2928,1658.1,0.01995,28.0,4.51,9.2,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:34,274,TRIP_DRV003_01,DRV003,False,False,False,False,0.2553,1407.3,0.0221,25.22,4.58,-0.14,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:36,276,TRIP_DRV003_01,DRV003,False,False,False,False,0.4208,1506.4,0.02244,15.37,3.16,3.92,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:38,278,TRIP_DRV003_01,DRV003,False,False,False,False,0.2786,1245.7,0.01898,13.1,4.86,5.35,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:40,280,TRIP_DRV003_01,DRV003,False,False,False,False,0.3368,874.6,0.01364,32.49,2.51,7.37,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:42,282,TRIP_DRV003_01,DRV003,False,False,False,False,0.3801,810.1,0.00657,34.39,4.36,-3.64,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:44,284,TRIP_DRV003_01,DRV003,False,False,False,False,0.3825,1686.6,0.01114,12.47,4.04,-4.07,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:46,286,TRIP_DRV003_01,DRV003,False,False,False,False,0.3664,863.2,0.02051,29.34,2.65,3.79,NORMAL,None,False,False,False,0.0,False,0,False
2024-02-06 06:34:48,288,TRIP_DRV003_01,DRV003,False,False,False,False,0.1647,1129.2,0.01519,15.07,3.99,8.9,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:50,290,TRIP_DRV003_01,DRV003,False,False,False,False,0.1753,895.7,0.02131,18.22,3.0,5.36,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:52,292,TRIP_DRV003_01,DRV003,False,False,False,False,0.2744,895.7,0.01208,14.21,2.92,7.78,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:54,294,TRIP_DRV003_01,DRV003,False,False,False,False,0.1762,1541.1,0.01083,10.64,4.74,2.24,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:56,296,TRIP_DRV003_01,DRV003,False,False,False,False,0.3853,1507.4,0.01235,30.52,4.68,5.1,NORMAL,None,False,False,False,0.0,True,0,False
2024-02-06 06:34:58,298,TRIP_DRV003_01,DRV003,False,False,False,False,0.318,1374.0,0.02253,18.92,3.03,5.96,NORMAL,None,False,False,False,0.0,False,0,False
